participant,filename,response_value,response_emotion_raw,response_emotion,is_no_response,trial_index
U20,292_orig_291.jpg,,NO RESPONDE,,True,32
U20,916_orig_1094.jpg,,NO RESPONDE,,True,33
U20,251_orig_250.jpg,,NO RESPONDE,,True,34
U20,573_orig_672.jpg,,NO RESPONDE,,True,35
U20,58_orig_57.jpg,,NO RESPONDE,,True,36
U20,760_orig_859.jpg,,NO RESPONDE,,True,37
U20,246_orig_245.jpg,,NO RESPONDE,,True,38
U20,432_orig_531.jpg,,NO RESPONDE,,True,39
U20,779_orig_878.jpg,,NO RESPONDE,,True,40
U20,5_orig_4.jpg,,NO RESPONDE,,True,41
U20,420_orig_519.jpg,,NO RESPONDE,,True,42
U20,850_orig_949.jpg,,NO RESPONDE,,True,43
U20,1120_orig_1356.jpg,,NO RESPONDE,,True,44
U20,264_orig_263.jpg,,NO RESPONDE,,True,45
U20,87_orig_86.jpg,,NO RESPONDE,,True,46
U20,1155_orig_1391.jpg,,NO RESPONDE,,True,47
U20,704_orig_803.jpg,,NO RESPONDE,,True,48
U20,726_orig_825.jpg,,NO RESPONDE,,True,49
U20,250_orig_249.jpg,,NO RESPONDE,,True,50
U20,153_orig_152.jpg,,NO RESPONDE,,True,51
U20,831_orig_930.jpg,,NO RESPONDE,,True,52
U20,26_orig_25.jpg,,NO RESPONDE,,True,53
U20,71_orig_70.jpg,,NO RESPONDE,,True,54
U20,76_orig_75.jpg,,NO RESPONDE,,True,55
U20,78_orig_77.jpg,,NO RESPONDE,,True,56
U20,423_orig_522.jpg,,NO RESPONDE,,True,57
U20,10_orig_9.jpg,,NO RESPONDE,,True,58
U20,205_orig_204.jpg,,NO RESPONDE,,True,59
U20,1054_orig_1290.jpg,,NO RESPONDE,,True,60
U21,906_orig_1037.jpg,,NO RESPONDE,,True,1
U21,205_orig_204.jpg,,NO RESPONDE,,True,59
U22,906_orig_1037.jpg,,NO RESPONDE,,True,1
U22,1420_orig_1915.jpg,,NO RESPONDE,,True,2
U22,790_orig_889.jpg,,NO RESPONDE,,True,3
U22,51_orig_50.jpg,,NO RESPONDE,,True,4
U22,77_orig_76.jpg,,NO RESPONDE,,True,5
U22,1150_orig_1386.jpg,,NO RESPONDE,,True,6
U22,811_orig_910.jpg,,NO RESPONDE,,True,7
U22,859_orig_958.jpg,,NO RESPONDE,,True,8
U22,584_orig_683.jpg,,NO RESPONDE,,True,9
U22,91_orig_90.jpg,,NO RESPONDE,,True,10
U22,272_orig_271.jpg,,NO RESPONDE,,True,11
U22,796_orig_895.jpg,,NO RESPONDE,,True,12
